"rank","count","group"
0.724489795918367,958,"HP"
0.73469387755102,965,"HP"
0.744897959183674,967,"HP"
0.755102040816326,967,"HP"
0.76530612244898,968,"HP"
0.775510204081633,969,"HP"
0.785714285714286,974,"HP"
0.795918367346939,974,"HP"
0.806122448979592,980,"HP"
0.816326530612245,982,"HP"
0.826530612244898,987,"HP"
0.836734693877551,987,"HP"
0.846938775510204,987,"HP"
0.857142857142857,987,"HP"
0.86734693877551,989,"HP"
0.877551020408163,989,"HP"
0.887755102040816,994,"HP"
0.897959183673469,994,"HP"
0.908163265306122,995,"HP"
0.918367346938776,995,"HP"
0.928571428571429,1007,"HP"
0.938775510204082,1007,"HP"
0.948979591836735,1010,"HP"
0.959183673469388,1010,"HP"
0.969387755102041,1016,"HP"
0.979591836734694,1016,"HP"
0.989795918367347,1018,"HP"
1,1018,"HP"
0,263,"PRA"
0.0181818181818182,395,"PRA"
0.0363636363636364,472,"PRA"
0.0545454545454545,550,"PRA"
0.0727272727272727,581,"PRA"
0.0909090909090909,614,"PRA"
0.109090909090909,630,"PRA"
0.127272727272727,649,"PRA"
0.145454545454545,701,"PRA"
0.163636363636364,739,"PRA"
0.181818181818182,767,"PRA"
0.2,787,"PRA"
0.218181818181818,805,"PRA"
0.236363636363636,817,"PRA"
0.254545454545455,835,"PRA"
0.272727272727273,851,"PRA"
0.290909090909091,872,"PRA"
0.309090909090909,879,"PRA"
0.327272727272727,890,"PRA"
0.345454545454545,895,"PRA"
0.363636363636364,900,"PRA"
0.381818181818182,914,"PRA"
0.4,924,"PRA"
0.418181818181818,933,"PRA"
0.436363636363636,934,"PRA"
0.454545454545455,941,"PRA"
0.472727272727273,944,"PRA"
0.490909090909091,945,"PRA"
0.509090909090909,946,"PRA"
0.527272727272727,951,"PRA"
0.545454545454545,955,"PRA"
0.563636363636364,958,"PRA"
0.581818181818182,961,"PRA"
0.6,963,"PRA"
0.618181818181818,971,"PRA"
0.636363636363636,978,"PRA"
0.654545454545455,981,"PRA"
0.672727272727273,984,"PRA"
0.690909090909091,990,"PRA"
0.709090909090909,995,"PRA"
0.727272727272727,999,"PRA"
0.745454545454545,1005,"PRA"
0.763636363636364,1009,"PRA"
0.781818181818182,1017,"PRA"
0.8,1033,"PRA"
0.818181818181818,1037,"PRA"
0.836363636363636,1040,"PRA"
0.854545454545454,1042,"PRA"
0.872727272727273,1049,"PRA"
0.890909090909091,1050,"PRA"
0.909090909090909,1051,"PRA"
0.927272727272727,1052,"PRA"
0.945454545454545,1054,"PRA"
0.963636363636364,1057,"PRA"
0.981818181818182,1059,"PRA"
1,1064,"PRA"
0,265,"RA"
0.00236406619385343,377,"RA"
0.00472813238770686,486,"RA"
0.00709219858156028,532,"RA"
0.00945626477541371,573,"RA"
0.0118203309692671,609,"RA"
0.0141843971631206,647,"RA"
0.016548463356974,685,"RA"
0.0189125295508274,721,"RA"
0.0212765957446809,745,"RA"
0.0236406619385343,763,"RA"
0.0260047281323877,781,"RA"
0.0283687943262411,794,"RA"
0.0307328605200946,807,"RA"
0.033096926713948,823,"RA"
0.0354609929078014,836,"RA"
0.0378250591016548,853,"RA"
0.0401891252955083,865,"RA"
0.0425531914893617,874,"RA"
0.0449172576832151,882,"RA"
0.0472813238770686,896,"RA"
0.049645390070922,902,"RA"
0.0520094562647754,914,"RA"
0.0543735224586288,921,"RA"
0.0567375886524823,930,"RA"
0.0591016548463357,939,"RA"
0.0614657210401891,944,"RA"
0.0638297872340425,951,"RA"
0.066193853427896,954,"RA"
0.0685579196217494,954,"RA"
0.0709219858156028,958,"RA"
0.0732860520094563,980,"RA"
0.0756501182033097,990,"RA"
0.0780141843971631,995,"RA"
0.0803782505910166,999,"RA"
0.08274231678487,1001,"RA"
0.0851063829787234,1007,"RA"
0.0874704491725768,1009,"RA"
0.0898345153664303,1022,"RA"
0.0921985815602837,1029,"RA"
0.0945626477541371,1034,"RA"
0.0969267139479905,1041,"RA"
0.099290780141844,1047,"RA"
0.101654846335697,1052,"RA"
0.104018912529551,1060,"RA"
0.106382978723404,1075,"RA"
0.108747044917258,1077,"RA"
0.111111111111111,1078,"RA"
0.113475177304965,1084,"RA"
0.115839243498818,1086,"RA"
0.118203309692671,1089,"RA"
0.120567375886525,1098,"RA"
0.122931442080378,1101,"RA"
0.125295508274232,1101,"RA"
0.127659574468085,1105,"RA"
0.130023640661939,1108,"RA"
0.132387706855792,1115,"RA"
0.134751773049645,1117,"RA"
0.137115839243499,1121,"RA"
0.139479905437352,1124,"RA"
0.141843971631206,1129,"RA"
0.144208037825059,1134,"RA"
0.146572104018913,1137,"RA"
0.148936170212766,1139,"RA"
0.151300236406619,1142,"RA"
0.153664302600473,1142,"RA"
0.156028368794326,1142,"RA"
0.15839243498818,1144,"RA"
0.160756501182033,1149,"RA"
0.163120567375887,1153,"RA"
0.16548463356974,1154,"RA"
0.167848699763593,1154,"RA"
0.170212765957447,1155,"RA"
0.1725768321513,1160,"RA"
0.174940898345154,1163,"RA"
0.177304964539007,1168,"RA"
0.179669030732861,1171,"RA"
0.182033096926714,1171,"RA"
0.184397163120567,1172,"RA"
0.186761229314421,1172,"RA"
0.189125295508274,1173,"RA"
0.191489361702128,1175,"RA"
0.193853427895981,1177,"RA"
0.196217494089835,1178,"RA"
0.198581560283688,1181,"RA"
0.200945626477541,1186,"RA"
0.203309692671395,1187,"RA"
0.205673758865248,1188,"RA"
0.208037825059102,1189,"RA"
0.210401891252955,1191,"RA"
0.212765957446809,1197,"RA"
0.215130023640662,1197,"RA"
0.217494089834515,1200,"RA"
0.219858156028369,1204,"RA"
0.222222222222222,1206,"RA"
0.224586288416076,1206,"RA"
0.226950354609929,1206,"RA"
0.229314420803783,1211,"RA"
0.231678486997636,1211,"RA"
0.234042553191489,1211,"RA"
0.236406619385343,1214,"RA"
0.238770685579196,1217,"RA"
0.24113475177305,1221,"RA"
0.243498817966903,1225,"RA"
0.245862884160756,1225,"RA"
0.24822695035461,1225,"RA"
0.250591016548463,1226,"RA"
0.252955082742317,1228,"RA"
0.25531914893617,1228,"RA"
0.257683215130024,1230,"RA"
0.260047281323877,1233,"RA"
0.26241134751773,1235,"RA"
0.264775413711584,1235,"RA"
0.267139479905437,1236,"RA"
0.269503546099291,1236,"RA"
0.271867612293144,1238,"RA"
0.274231678486998,1238,"RA"
0.276595744680851,1240,"RA"
0.278959810874705,1242,"RA"
0.281323877068558,1243,"RA"
0.283687943262411,1246,"RA"
0.286052009456265,1247,"RA"
0.288416075650118,1247,"RA"
0.290780141843972,1251,"RA"
0.293144208037825,1253,"RA"
0.295508274231678,1258,"RA"
0.297872340425532,1258,"RA"
0.300236406619385,1259,"RA"
0.302600472813239,1261,"RA"
0.304964539007092,1263,"RA"
0.307328605200946,1265,"RA"
0.309692671394799,1265,"RA"
0.312056737588652,1267,"RA"
0.314420803782506,1267,"RA"
0.316784869976359,1267,"RA"
0.319148936170213,1270,"RA"
0.321513002364066,1271,"RA"
0.32387706855792,1273,"RA"
0.326241134751773,1273,"RA"
0.328605200945626,1273,"RA"
0.33096926713948,1273,"RA"
0.333333333333333,1274,"RA"
0.335697399527187,1276,"RA"
0.33806146572104,1276,"RA"
0.340425531914894,1276,"RA"
0.342789598108747,1276,"RA"
0.3451536643026,1276,"RA"
0.347517730496454,1276,"RA"
0.349881796690307,1276,"RA"
0.352245862884161,1276,"RA"
0.354609929078014,1276,"RA"
0.356973995271868,1278,"RA"
0.359338061465721,1279,"RA"
0.361702127659574,1279,"RA"
0.364066193853428,1280,"RA"
0.366430260047281,1280,"RA"
0.368794326241135,1282,"RA"
0.371158392434988,1283,"RA"
0.373522458628842,1284,"RA"
0.375886524822695,1287,"RA"
0.378250591016548,1289,"RA"
0.380614657210402,1289,"RA"
0.382978723404255,1289,"RA"
0.385342789598109,1289,"RA"
0.387706855791962,1290,"RA"
0.390070921985816,1290,"RA"
0.392434988179669,1290,"RA"
0.394799054373522,1293,"RA"
0.397163120567376,1293,"RA"
0.399527186761229,1293,"RA"
0.401891252955083,1295,"RA"
0.404255319148936,1295,"RA"
0.40661938534279,1295,"RA"
0.408983451536643,1300,"RA"
0.411347517730496,1300,"RA"
0.41371158392435,1300,"RA"
0.416075650118203,1300,"RA"
0.418439716312057,1300,"RA"
0.42080378250591,1302,"RA"
0.423167848699764,1304,"RA"
0.425531914893617,1305,"RA"
0.42789598108747,1305,"RA"
0.430260047281324,1305,"RA"
0.432624113475177,1306,"RA"
0.434988179669031,1307,"RA"
0.437352245862884,1310,"RA"
0.439716312056738,1311,"RA"
0.442080378250591,1312,"RA"
0.444444444444444,1313,"RA"
0.446808510638298,1314,"RA"
0.449172576832151,1315,"RA"
0.451536643026005,1317,"RA"
0.453900709219858,1318,"RA"
0.456264775413712,1318,"RA"
0.458628841607565,1318,"RA"
0.460992907801418,1321,"RA"
0.463356973995272,1321,"RA"
0.465721040189125,1322,"RA"
0.468085106382979,1322,"RA"
0.470449172576832,1322,"RA"
0.472813238770686,1325,"RA"
0.475177304964539,1325,"RA"
0.477541371158392,1327,"RA"
0.479905437352246,1327,"RA"
0.482269503546099,1327,"RA"
0.484633569739953,1330,"RA"
0.486997635933806,1333,"RA"
0.48936170212766,1333,"RA"
0.491725768321513,1333,"RA"
0.494089834515366,1333,"RA"
0.49645390070922,1333,"RA"
0.498817966903073,1333,"RA"
0.501182033096927,1339,"RA"
0.50354609929078,1340,"RA"
0.505910165484634,1340,"RA"
0.508274231678487,1345,"RA"
0.51063829787234,1345,"RA"
0.513002364066194,1349,"RA"
0.515366430260047,1353,"RA"
0.517730496453901,1354,"RA"
0.520094562647754,1355,"RA"
0.522458628841608,1358,"RA"
0.524822695035461,1359,"RA"
0.527186761229314,1359,"RA"
0.529550827423168,1360,"RA"
0.531914893617021,1364,"RA"
0.534278959810875,1367,"RA"
0.536643026004728,1367,"RA"
0.539007092198582,1367,"RA"
0.541371158392435,1369,"RA"
0.543735224586288,1369,"RA"
0.546099290780142,1371,"RA"
0.548463356973995,1371,"RA"
0.550827423167849,1371,"RA"
0.553191489361702,1371,"RA"
0.555555555555556,1371,"RA"
0.557919621749409,1371,"RA"
0.560283687943262,1374,"RA"
0.562647754137116,1375,"RA"
0.565011820330969,1378,"RA"
0.567375886524823,1378,"RA"
0.569739952718676,1380,"RA"
0.57210401891253,1382,"RA"
0.574468085106383,1385,"RA"
0.576832151300236,1385,"RA"
0.57919621749409,1390,"RA"
0.581560283687943,1394,"RA"
0.583924349881797,1395,"RA"
0.58628841607565,1396,"RA"
0.588652482269504,1397,"RA"
0.591016548463357,1403,"RA"
0.59338061465721,1404,"RA"
0.595744680851064,1404,"RA"
0.598108747044917,1405,"RA"
0.600472813238771,1407,"RA"
0.602836879432624,1409,"RA"
0.605200945626478,1410,"RA"
0.607565011820331,1412,"RA"
0.609929078014184,1412,"RA"
0.612293144208038,1412,"RA"
0.614657210401891,1414,"RA"
0.617021276595745,1414,"RA"
0.619385342789598,1415,"RA"
0.621749408983452,1415,"RA"
0.624113475177305,1416,"RA"
0.626477541371158,1418,"RA"
0.628841607565012,1420,"RA"
0.631205673758865,1422,"RA"
0.633569739952719,1424,"RA"
0.635933806146572,1425,"RA"
0.638297872340426,1426,"RA"
0.640661938534279,1426,"RA"
0.643026004728132,1426,"RA"
0.645390070921986,1428,"RA"
0.647754137115839,1430,"RA"
0.650118203309693,1431,"RA"
0.652482269503546,1432,"RA"
0.654846335697399,1433,"RA"
0.657210401891253,1433,"RA"
0.659574468085106,1434,"RA"
0.66193853427896,1434,"RA"
0.664302600472813,1434,"RA"
0.666666666666667,1435,"RA"
0.66903073286052,1436,"RA"
0.671394799054373,1436,"RA"
0.673758865248227,1436,"RA"
0.67612293144208,1436,"RA"
0.678486997635934,1436,"RA"
0.680851063829787,1437,"RA"
0.683215130023641,1438,"RA"
0.685579196217494,1438,"RA"
0.687943262411348,1439,"RA"
0.690307328605201,1440,"RA"
0.692671394799054,1441,"RA"
0.695035460992908,1441,"RA"
0.697399527186761,1442,"RA"
0.699763593380615,1442,"RA"
0.702127659574468,1442,"RA"
0.704491725768322,1444,"RA"
0.706855791962175,1444,"RA"
0.709219858156028,1444,"RA"
0.711583924349882,1445,"RA"
0.713947990543735,1445,"RA"
0.716312056737589,1446,"RA"
0.718676122931442,1446,"RA"
0.721040189125296,1446,"RA"
0.723404255319149,1447,"RA"
0.725768321513002,1447,"RA"
0.728132387706856,1450,"RA"
0.730496453900709,1451,"RA"
0.732860520094563,1451,"RA"
0.735224586288416,1451,"RA"
0.737588652482269,1451,"RA"
0.739952718676123,1451,"RA"
0.742316784869976,1451,"RA"
0.74468085106383,1451,"RA"
0.747044917257683,1453,"RA"
0.749408983451537,1453,"RA"
0.75177304964539,1453,"RA"
0.754137115839243,1455,"RA"
0.756501182033097,1457,"RA"
0.75886524822695,1459,"RA"
0.761229314420804,1459,"RA"
0.763593380614657,1459,"RA"
0.765957446808511,1459,"RA"
0.768321513002364,1461,"RA"
0.770685579196217,1461,"RA"
0.773049645390071,1461,"RA"
0.775413711583924,1461,"RA"
0.777777777777778,1461,"RA"
0.780141843971631,1461,"RA"
0.782505910165485,1461,"RA"
0.784869976359338,1462,"RA"
0.787234042553192,1462,"RA"
0.789598108747045,1463,"RA"
0.791962174940898,1463,"RA"
0.794326241134752,1464,"RA"
0.796690307328605,1464,"RA"
0.799054373522459,1464,"RA"
0.801418439716312,1464,"RA"
0.803782505910166,1464,"RA"
0.806146572104019,1465,"RA"
0.808510638297872,1466,"RA"
0.810874704491726,1466,"RA"
0.813238770685579,1466,"RA"
0.815602836879433,1466,"RA"
0.817966903073286,1468,"RA"
0.820330969267139,1468,"RA"
0.822695035460993,1468,"RA"
0.825059101654846,1468,"RA"
0.8274231678487,1468,"RA"
0.829787234042553,1468,"RA"
0.832151300236407,1468,"RA"
0.83451536643026,1468,"RA"
0.836879432624113,1468,"RA"
0.839243498817967,1468,"RA"
0.84160756501182,1468,"RA"
0.843971631205674,1468,"RA"
0.846335697399527,1468,"RA"
0.848699763593381,1468,"RA"
0.851063829787234,1468,"RA"
0.853427895981087,1468,"RA"
0.855791962174941,1468,"RA"
0.858156028368794,1468,"RA"
0.860520094562648,1468,"RA"
0.862884160756501,1469,"RA"
0.865248226950355,1469,"RA"
0.867612293144208,1469,"RA"
0.869976359338062,1469,"RA"
0.872340425531915,1469,"RA"
0.874704491725768,1469,"RA"
0.877068557919622,1469,"RA"
0.879432624113475,1469,"RA"
0.881796690307329,1469,"RA"
0.884160756501182,1471,"RA"
0.886524822695035,1471,"RA"
0.888888888888889,1471,"RA"
0.891252955082742,1471,"RA"
0.893617021276596,1471,"RA"
0.895981087470449,1471,"RA"
0.898345153664303,1471,"RA"
0.900709219858156,1471,"RA"
0.903073286052009,1471,"RA"
0.905437352245863,1471,"RA"
0.907801418439716,1471,"RA"
0.91016548463357,1471,"RA"
0.912529550827423,1471,"RA"
0.914893617021277,1471,"RA"
0.91725768321513,1472,"RA"
0.919621749408983,1472,"RA"
0.921985815602837,1472,"RA"
0.92434988179669,1474,"RA"
0.926713947990544,1474,"RA"
0.929078014184397,1474,"RA"
0.931442080378251,1474,"RA"
0.933806146572104,1474,"RA"
0.936170212765957,1474,"RA"
0.938534278959811,1474,"RA"
0.940898345153664,1475,"RA"
0.943262411347518,1475,"RA"
0.945626477541371,1475,"RA"
0.947990543735225,1475,"RA"
0.950354609929078,1475,"RA"
0.952718676122931,1475,"RA"
0.955082742316785,1475,"RA"
0.957446808510638,1475,"RA"
0.959810874704492,1475,"RA"
0.962174940898345,1475,"RA"
0.964539007092199,1475,"RA"
0.966903073286052,1475,"RA"
0.969267139479905,1475,"RA"
0.971631205673759,1475,"RA"
0.973995271867612,1475,"RA"
0.976359338061466,1475,"RA"
0.978723404255319,1476,"RA"
0.981087470449173,1476,"RA"
0.983451536643026,1476,"RA"
0.985815602836879,1476,"RA"
0.988179669030733,1476,"RA"
0.990543735224586,1476,"RA"
0.99290780141844,1476,"RA"
0.995271867612293,1476,"RA"
0.997635933806147,1478,"RA"
1,1478,"RA"
